node_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
3aa9646b,0.006354473,-0.020029036,0.00012067986,0.0016823147,0.022640381,0.02248458,-0.02263284,-0.018183764,-0.013342513,0.020698082,-0.031239655,0.008649468,-0.01904798,0.02152822,0.0035383005,0.0054914816,-0.029310657,-0.00018798716,0.026074698,-0.015751148,0.029047208,3.8842925e-05,-0.0056481725,0.013925637,0.027504997,-0.010198206,0.025301967,-0.008415929,0.009119022,0.013350331,0.022079326,-0.029613132
1e46e726,0.002480811,-0.007734282,0.013989168,-0.02175404,0.023875818,0.02456949,0.005225798,-0.014403708,-0.014850356,-0.0071277893,-0.026346602,0.004594359,0.015479206,0.007799175,-0.030416897,0.0031319917,0.02249452,-0.006268652,-0.02753943,-0.007067797,-0.025905663,0.026671449,0.009040439,-0.014102912,0.029730719,-0.024120051,0.0013622391,0.0021907561,-0.0001554672,-0.023379894,0.027061995,0.014414596
49203bc3,0.024727674,-0.005726637,0.011388668,-0.0036582795,0.0056192963,0.027765952,0.028873617,-0.025505671,-0.024553707,0.01732349,-0.013646837,-0.016186168,-0.0034203737,-0.0262935,-0.028512273,-0.026915299,-0.018031683,0.02843869,-0.020917386,0.023189137,0.01318804,0.006550993,-0.026759991,-0.0025889233,0.025417415,0.011256533,-0.031272426,0.029479144,0.019595914,-0.0077337623,0.025462903,0.013300431
a74d1101,0.0060743825,-0.02872574,-0.022943288,0.030212687,0.0012262656,-0.016350085,-0.007838451,-0.0035263505,-0.005831514,0.02253987,0.004828149,-0.009229564,0.008369,0.0006494584,0.0029591671,0.011274338,-0.012602136,0.005984873,-0.015960218,0.0016072362,0.026288869,0.012663187,-0.024861585,-0.01172806,-0.017198164,-0.015982725,0.0051392457,0.021490805,-0.009441759,0.014518897,-0.013948283,-0.029703844
616d4505,-0.020140577,-0.024802586,-0.019286547,-0.0068660667,-0.015812438,0.008584028,-6.5966604e-05,0.009142786,-0.012180649,-0.015672542,-0.015558027,0.013198256,-0.01002558,0.002550805,-0.007171605,-0.01970991,-0.020763649,-0.015769769,0.024328975,0.011677501,-0.010726913,0.009897523,-0.0306038,-0.02366686,0.02648189,-0.0033399167,-0.031199928,-0.025585324,0.0003946655,-0.019561589,-0.010541791,0.011895512
99af2455,0.02216901,0.024115175,0.014472257,-0.02924907,-0.013414428,-0.009725056,-0.00867909,-0.030135768,-0.006273421,-0.012537558,-0.030889649,0.0007224634,-0.02944973,-0.008689228,-0.0040165754,-0.010624591,0.0036975108,0.011362877,0.025181102,0.02484415,-0.019349175,-0.011109992,-0.0075315787,-0.019909497,0.03017133,-0.01699623,0.011622351,-0.011707031,-0.020243574,-0.009107865,0.009635836,0.025632072
39be1ea2,0.0021330789,0.028336396,-0.02983094,-0.030739332,-0.030579707,0.003269317,-0.027249083,0.0037650173,-0.0024306942,0.024798313,-0.019099148,-0.012288463,-0.030820275,0.007054546,-0.030794272,0.01951907,0.0062090512,-0.0065083937,-0.013202389,-0.026635999,0.030645631,-0.0030462097,-0.0201143,-4.439801e-05,-0.014627587,-0.0077464324,0.015248625,-0.018953897,-0.023824116,-0.0055736457,-0.019281311,-0.030110661
e7ec7bdb,0.0086092595,-0.0013006943,0.01624815,-0.0111835245,0.02628747,0.0056211473,-0.028364247,-0.009268851,-0.0007432595,-0.010961032,0.0083934795,0.001986108,0.01788286,-0.006399362,0.008416957,0.023417715,0.002925037,-0.010195799,0.006515685,-0.02360828,0.01746516,0.011518769,-0.008243908,0.016604349,0.01915961,0.027222611,0.027601419,-0.0075398497,-0.026745066,-0.0030340194,-0.012997572,0.014431467
e2e0d938,0.029389696,-0.01899323,-0.00074377126,-0.009281953,0.02655131,0.0037256242,-0.014932223,-0.00688317,0.031045444,0.017975057,-0.016941546,-0.015969133,0.013302002,-0.012653042,0.0019186238,0.013427608,0.0091804,0.012368493,0.015919153,-0.018388368,-0.011660352,-0.019286148,0.0077794446,-0.018106658,-0.0025049339,-0.02301756,0.0035388696,0.0094029205,-0.029466316,0.0012509609,-0.0035675198,-0.009915657
afc399a9,0.020601012,-0.024435475,0.021571605,-0.022223067,0.0022744173,0.00396687,-0.024647277,0.010461083,-0.015529867,-0.022889158,-0.018493885,-0.009064507,0.022299627,0.015355139,-0.026915448,-0.02615795,-0.0303594,0.024950096,0.002543463,0.011242613,-0.022090131,0.011378969,0.010279409,0.023604425,0.024442267,0.025940092,0.015066884,0.028901313,0.029603634,-0.024196671,0.010430702,0.004579285
