id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,is_sar
3aa9646b,-0.008852957,0.004042693,-0.0038181087,0.0075751464,0.023353785,-0.02728472,-0.0056298543,0.025699308,0.02597645,-0.026368994,0.024864156,0.015840342,0.017971655,-0.008154029,0.014466427,0.0037817366,0.024232674,-0.0007053522,0.0042854664,0.008312005,-0.018217921,0.015453859,-0.008802576,0.029562462,-0.011894985,0.020304216,-0.001925496,0.0072169695,-0.02999622,0.01618146,0.015939707,0.008503572,0
1e46e726,0.022348989,-0.0011668114,0.030925123,-0.012870298,0.03062884,0.014388637,0.023962835,0.009349791,-0.012922777,0.03040403,-0.011161528,0.029542878,0.019257857,-0.014825405,-0.0019718413,-0.013320637,0.014824932,0.006789667,0.005819912,-0.006495242,-0.027507309,0.030941548,0.020407366,-0.005136974,0.017466288,0.022700582,-0.026283447,0.017401421,0.015713498,-0.00023437754,-0.007487587,0.008504049,0
49203bc3,-0.005501451,-0.009204879,-0.027754912,-0.014818468,-0.012859448,-0.024728542,0.023249382,0.016355399,0.025465308,0.018983888,0.0126341395,-0.022242589,0.008467028,-0.02461202,0.009797534,-0.02879815,0.015194496,0.029649064,-0.004238661,-0.00094714394,-0.0020381808,-0.024174504,0.017831335,-0.015878197,-0.0137988245,-0.00023695284,0.019603286,0.026605126,-0.015244182,0.0025396429,0.007229856,0.0067614634,0
a74d1101,0.01143696,-2.2989218e-05,0.0070530414,-0.003801195,0.022929281,0.025164554,-0.00064962247,-0.014209253,-0.006373768,0.014216911,-0.027637633,0.022832643,0.027633166,-0.027676724,-0.0070963465,0.02243271,0.009840595,-0.029994043,-0.0112587055,0.026420832,0.030124638,0.005850252,0.0072188596,-0.02712572,0.013434369,0.008401172,-0.026910508,-0.028523538,0.011720784,0.026398169,-0.0031132498,-0.029954914,1
616d4505,-0.017530298,-0.0028010544,-0.0009879462,-0.024782248,-0.026429873,-0.03029258,0.0052770935,0.004350172,0.028420158,-0.0091418885,0.0028610413,0.02272216,0.026993183,0.024596134,0.022255229,-0.005590221,-0.025664818,0.019390812,0.00047548476,0.013846883,-0.001336265,-0.0031822214,0.018822338,0.026173841,-0.028985528,-0.0030353963,-0.015092456,0.024189584,0.0027115627,0.019147156,0.031201957,-0.0026254442,0
99af2455,0.01135766,0.009434509,-0.023467015,-0.016681204,0.029587973,0.00023050328,0.009402655,-0.029705685,-0.024890967,-0.018218301,0.015781047,-0.007583448,0.0025616908,-0.011834139,0.009168904,0.024436515,-0.022285176,0.02754082,-0.022688387,0.028049514,-0.010567956,0.0029201244,0.010580297,0.010087929,-0.01770488,0.028410621,0.02208541,-0.028034477,-0.005249973,0.0014860539,0.016127279,0.027462851,1
39be1ea2,0.009940998,0.001354663,-0.030964335,-0.017994544,-0.014444191,-0.024263397,0.017823378,-0.0015739811,0.017671056,0.026207546,-0.0014018421,0.028166551,0.008734859,-0.028879933,-0.0015810994,0.020853605,-0.029934268,-0.01132804,-0.023008587,0.00453303,-0.014975969,0.012898943,0.012106139,-0.024493812,-0.009336672,-0.009408249,-0.0010823281,-0.01039798,0.026886223,-0.005468042,0.016474111,-0.02334485,0
e7ec7bdb,0.01496601,-0.02282688,0.012702469,0.0136531275,0.031470932,-0.014311798,-0.004289547,-0.023132648,-0.030565191,-0.028194109,-0.003219935,-0.020475404,0.015554455,-0.01983863,0.007932291,0.0023310168,-0.011096244,-0.0030671398,0.031732414,0.028794393,-0.013805927,0.028996933,-0.017724724,0.018263994,-0.0097559765,0.010823847,0.0092412,0.021993237,-0.007465088,0.027719265,0.024246395,-0.029964611,1
e2e0d938,0.012978982,-0.014054257,-0.016345898,-0.01627132,-0.021210972,-0.012380811,-0.0019455885,0.007799692,-0.026889455,-0.0016150965,-0.011658274,-0.021618372,-0.01702397,0.031068716,0.014312812,-0.029014647,0.01609051,0.00028410816,0.0011620235,-0.0027753192,0.026105076,0.0025083986,0.005151617,0.022296336,0.02861266,0.0032408705,0.022136478,-0.0023775764,-0.019017616,-0.029821469,-0.016503263,-0.015761087,0
afc399a9,-0.025564149,-0.0077119567,0.019847738,-0.025574991,0.008230635,-0.0024249123,-0.011792726,0.015190441,-0.014026066,0.025535034,-0.025463335,0.008779825,-0.006262499,-0.021561004,0.007561108,-0.020884415,0.016030168,-0.025729226,-0.023269756,-0.018481376,0.010076514,-0.0017958621,-0.010279636,0.018209605,-0.026405487,0.008059485,-0.026127612,-0.005300027,0.008595976,-0.020216975,0.0052336436,0.0262662,0
75c9a805,0.019300973,-0.0012906766,-0.021491475,-0.0068212776,0.0043528713,-0.02478013,-0.011524459,-0.03034377,0.0147617,-0.023480719,0.017219488,-0.024072507,0.0027391128,0.0061653242,0.0045510917,0.024755677,0.02144181,-0.003987026,-0.005704577,-0.008545213,0.014261968,-0.012633572,-0.009985274,0.014579782,0.019613883,-0.02241637,0.006892787,0.008474864,-0.0044015083,0.012871386,0.025955128,0.031227142,0
d7a317f6,-0.026865223,-0.014683872,-0.024090704,-0.018707102,0.015061773,-0.0050181625,0.025821954,-0.0059776832,-0.030609518,0.029254975,-0.019223595,-0.017767755,-0.019722845,-0.019068569,0.020961635,-0.020357097,0.030129671,0.029509516,-0.0108661335,0.021965863,0.0044845133,-0.023662848,0.021922095,0.030408347,-0.009706449,0.011508914,-0.025242567,0.018150121,0.0040183575,0.014932806,0.005417449,0.02118063,0
c14f4989,-0.028160758,-0.014912638,-0.015787788,0.029450098,0.016707757,-0.022996612,0.015796777,-0.013573829,-0.018304538,-0.00984537,-0.016298579,0.011450322,0.030997097,0.030892845,0.015033485,0.022306487,-0.00035204756,0.011900346,-0.020146124,-0.023665613,0.02916198,0.027434932,0.027490592,-0.0036558204,0.025475048,0.005778802,-0.010546035,0.02796581,-0.014578443,0.010626633,-0.0074815773,-0.020898622,1
733a496b,-0.010814699,-0.007910225,-0.010629149,-0.020568782,6.300167e-06,0.020248476,0.023349792,-0.017329099,-0.026967589,0.0147857275,0.016335575,0.019910244,0.013742494,-0.02660124,0.014560634,-0.028937355,-0.020847237,-0.017202957,0.0046945154,-0.027341494,0.017819084,-0.021199133,-0.016473053,0.029147115,-0.023907224,0.0036261037,0.023928765,-0.027620189,-0.011863534,-0.029112246,-0.018572852,0.023636973,0
576eb672,-0.021885466,0.029563447,0.017706154,-0.011953581,-0.016976912,-0.011812014,0.019573605,-0.0003211301,-0.030136632,-0.028912779,-0.0070243934,0.004268797,-0.0019521222,-0.018257478,0.024807373,-0.011001699,0.018967412,0.0064913444,-0.020631075,0.027385725,-0.004757958,-0.0068149944,0.010655864,0.018773664,-0.013926953,0.019583877,-0.0024970877,0.018469565,-0.0207549,0.028807538,-0.015326334,0.02910475,1
aa49b0eb,0.01495437,-0.023534972,0.017846685,0.00468133,0.00650097,0.018949835,-0.005987797,0.023180922,0.029504756,-0.01477349,-0.0033908198,-0.019336475,0.009045969,0.024422446,0.020123664,-0.028916497,-0.010865444,-0.006709445,-0.008550964,0.022605503,0.0017096004,-0.0032884378,-0.030032855,-0.01416698,-0.012873868,-0.014028488,0.026733177,-0.0015273717,-0.020957606,0.014437752,-0.010092962,0.0103664845,0
847a9cf6,0.029883455,0.029162414,-0.0014992178,0.026661843,-0.024507519,-0.0020668542,0.029798223,0.031160299,0.0013536552,0.0048146793,0.011241751,0.014138189,0.00064550777,-0.022679776,0.026912468,-0.0032917976,-0.007940331,-0.02079002,-0.021966701,0.001706633,0.0034549949,-0.007422609,0.02789513,-0.012980195,0.0030280072,-0.028052747,0.011211197,0.0065265456,0.0024987252,-0.020601323,0.021680748,-0.028712967,0
b070a6bb,-0.012899004,0.025713278,0.026135156,-0.016753249,-0.030284982,-0.01726893,-0.016883386,-0.017968,-0.005900524,-0.004576725,0.028067123,0.01891237,0.018581891,0.020257723,-0.028459031,0.0022375837,0.017264025,0.006104048,0.012713515,-0.017427586,-0.021678194,-0.0071887868,-0.021586047,-0.01426094,-0.013439081,-0.027473304,-0.012161482,-0.024587993,-0.019323725,-0.008019899,0.019109314,-0.03095076,0
12a388ff,0.002536041,-0.012179632,-0.01496066,-0.011074328,-0.012963463,-0.0011044854,-0.023868423,-0.026545268,0.030217614,-0.030694712,-0.014286674,0.021954834,-0.02630958,0.015208516,0.03017729,0.017476331,0.025810843,-0.00681729,0.013951209,-0.022732567,0.022101944,-0.011841983,-0.007277978,0.018133864,-0.019261407,-0.022589277,0.010205942,0.012194271,0.013131629,-0.02406511,-0.02360757,-0.00563284,1
586377aa,-0.027689004,0.028143374,0.017028429,0.023746626,0.017979091,-0.030187856,0.017171305,-0.030889578,-0.018061737,0.02444488,-0.014877916,-0.015210719,-0.018672083,0.008076377,0.029492278,0.008450591,-0.0061735315,0.0034779937,0.020327419,-0.011873931,0.028947905,0.013262495,-0.012143373,-0.020112919,0.029680355,-0.009890714,0.010670095,0.028520297,-0.0071977414,0.009319067,-0.0014314819,0.01693494,0
b36f9c84,0.008039125,-0.014716388,-0.02219304,-0.027375005,-0.0010980711,-0.0031295244,-0.023670569,0.030470256,0.02774137,-0.023915954,-0.016517196,0.023758827,0.021245554,0.0065478063,-0.025141405,-0.030468374,-0.0023661954,-0.018032249,0.025824843,-0.024092799,-0.01910996,0.030158471,-0.01803259,0.029119672,-0.007577099,-0.013242573,-0.00122971,0.021569157,-0.020022526,-0.030167215,-0.014750492,-0.002727895,0
1b467848,-0.030100368,-0.0142855495,-0.008533333,0.025500637,0.011618111,-0.008792373,0.002409121,0.009101867,-0.0024246986,0.021188647,-0.012833444,-0.009268512,0.027476164,-0.009701199,-0.011864641,0.02741484,-0.014664157,0.028137319,-0.021337086,0.030943733,-0.0002978091,0.0011035155,0.019338336,-0.01281916,-0.013001255,-0.009784061,0.0211719,0.027660623,0.009525289,-0.011483583,-0.020152988,0.0013854762,1
362e42e0,-0.008981251,-0.027013358,0.028686984,0.002743206,-0.003538634,-0.010895282,0.02177818,-0.021108394,-0.023718992,0.027304117,0.027798174,-0.011925155,-0.0060339216,9.758907e-06,0.025157355,0.026584564,-0.00052447664,0.026564967,0.018427243,0.020726247,-0.027920539,0.0005385164,-0.0035396817,-0.02923727,0.030630467,0.008683184,-0.025311518,-0.010444523,-0.011673399,-0.0036660112,0.013522007,-0.018289965,0
385afb8b,-0.024834294,-0.014828704,-0.0028817207,0.024929747,-0.02639505,0.026539788,-0.018268723,0.025358945,0.030629594,0.019839285,-0.024249686,-0.008139522,-0.0067985193,0.024017775,0.010350532,-0.0053732316,-0.007460785,0.014461905,0.012560614,-0.0016593649,-0.019245641,-0.024894193,0.009778847,-5.0356404e-05,0.029609928,-0.029209983,-0.018655203,-0.026650112,0.009398764,-0.011171778,0.013253895,-0.030008806,0
572014da,0.029495278,-0.027207518,0.028990362,-0.0061950763,-0.022348553,-0.014404249,-0.018851781,-0.0061166193,0.014389487,-0.003204022,0.017680982,-0.0057940073,0.014046019,0.027211763,-0.0052142264,0.026586745,-0.024401458,0.019905439,-0.0030605646,-0.017173868,0.011283157,-0.017872082,-0.015972365,-0.01273668,0.00853367,-0.014668544,0.010181336,-0.030554676,-0.023890728,-0.024311967,0.02021097,-0.020990197,0
acd60eca,-0.0014780066,0.0007623607,0.01634007,0.02831351,-0.029348942,-0.022173015,0.020233175,0.028472867,-0.015587916,-0.011766456,0.02365191,-0.0048899692,-0.014091707,0.020379357,-0.015094875,-0.005819372,0.008822237,0.003172667,-0.026415905,-0.029835317,0.023429226,0.016398191,0.021335335,0.002073652,0.020049186,-0.010849513,-0.0032492517,0.018629385,-0.023753453,-0.012170394,-0.023432577,-0.002694096,1
5ff2d9a7,0.02737254,0.02848648,0.0145078935,0.018675532,0.011439057,0.02695238,0.02904048,-0.005641464,0.023559451,-0.0042177704,-0.00886519,0.02166552,0.009515147,0.023282513,-0.02300369,-0.018489406,0.021643477,0.026459787,-0.015470577,-0.012579963,0.017843846,0.016149746,-0.0012566914,0.011926679,0.00838916,-0.028936235,0.0027721685,-0.0036317077,0.022587169,0.027241023,0.003314897,-0.021867435,1
31976e38,-0.008423597,-0.023321884,-0.011021142,-0.0009900125,0.019150218,-0.009440094,-0.00037699298,0.002750803,-0.022324545,0.0065497584,-0.00449585,0.00898385,0.015574812,-0.004296754,-0.0086162165,0.02424461,0.015929027,0.021201935,0.014161198,0.027406305,0.023741074,-0.003377115,0.02769917,0.014438822,0.01734078,-0.004297617,-0.0064474978,-0.013494786,-0.027209936,0.009392219,0.027981335,0.028343808,1
24bf603c,0.02326182,0.0046520126,0.02206791,0.017806467,0.013480789,0.01436547,-0.014813883,-0.023912203,0.003567676,0.006308819,0.021438854,0.028977033,-0.028835973,0.029859899,-0.0041126176,0.010299032,0.013984678,0.029090598,0.023220941,0.024249105,-0.022064036,-0.016057122,0.013609857,0.025498107,-0.02056308,-0.008548675,0.027763216,-0.018720126,0.002674095,0.0037571222,-0.029028846,-0.022645105,0
fcf3bbf3,0.004270071,-0.023923086,-0.023766559,0.02296357,-0.0088502895,0.006304927,0.029523263,-0.013140329,0.024419822,-0.0053615994,0.017088888,-0.013598421,-0.015718505,-0.0023014569,-0.0007854729,-0.01434569,-0.015310382,-0.029873326,-0.015730025,-0.014283014,-0.02426768,0.0050872047,0.023395952,-0.008265549,0.023958605,-0.028011836,-0.0042677755,0.0272149,-0.01085765,-0.01988553,-0.008060626,0.0019482122,1
9a118f8d,-0.0067224996,-0.016421102,0.0117245605,0.0057970923,-0.011107675,-0.022093905,-0.017067367,0.0065059825,0.020009251,0.003082324,0.02093088,-0.006842291,-0.02435605,0.016747883,-0.008786479,-0.021714116,0.03107408,0.02269946,-0.028494474,0.012893452,0.021108158,0.0048111803,-0.024955919,-0.011545829,0.021396667,-0.017393604,-0.0013996427,0.017230293,-0.023803731,-0.022817586,-0.0041047814,0.016514132,0
